Devices
1000
,,Seat Plate - Force,,,Seat Plate - Moment,,,Seat Plate - CoP,,,Foot Plate - Force,,,Foot Plate - Moment,,,Foot Plate - CoP,,,
Frame,Sub Frame,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz,Fx,Fy,Fz,Mx,My,Mz,Cx,Cy,Cz
,,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm,N,N,N,N.mm,N.mm,N.mm,mm,mm,mm
10,1,-10.2316,0.105289,-590.529,-215433,5454.85,5172.91,59.2372,443.428,7.86,4.52179,-3.76434,-159.243,-369.231,-2247.8,2500.07,81.8844,787.319,-478
10,2,-15.1144,-1.72576,-589.308,-214334,4997.08,4760.92,58.4796,442.32,7.86,2.08039,-0.407408,-169.619,-460.784,-2522.46,2362.75,81.1286,787.717,-478
10,3,-9.62127,0.71564,-594.802,-218729,4722.43,5859.56,57.9395,446.349,7.86,3.30109,-1.93329,-159.853,-918.547,-2797.12,2362.75,78.5019,790.746,-478
10,4,-9.62127,1.32599,-589.919,-214884,3898.45,5447.57,56.6085,442.875,7.86,2.38556,0.202943,-161.074,-552.336,-2522.46,989.454,80.3397,788.429,-478
10,5,-11.1472,-0.199887,-592.971,-214060,4997.08,5584.9,58.4272,439.61,7.86,2.99591,-0.102233,-158.022,-186.126,-1698.49,2225.42,85.2516,786.178,-478
10,6,-13.5886,-1.11541,-591.75,-214609,5180.19,4348.94,58.754,441.283,7.86,-0.361021,3.55988,-157.411,363.191,-2247.8,2500.07,81.7202,782.693,-478
10,7,-10.2316,0.410465,-600.905,-215982,4722.43,5035.58,57.8589,438.043,7.86,4.21662,0.813295,-158.022,-186.126,1872.07,2362.75,107.847,786.178,-478
10,8,-9.3161,-0.505063,-593.581,-216257,5637.95,5310.24,59.4982,442.941,7.86,3.30109,2.034,-158.632,-186.126,-1973.14,2637.4,83.5615,786.173,-478
10,9,-9.92645,-0.199887,-590.529,-214334,4905.53,4486.27,58.307,441.568,7.86,6.04767,0.813295,-159.853,-186.126,-1973.14,1950.76,83.6565,786.164,-478
11,0,-10.2316,-0.199887,-591.75,-213785,4997.08,5722.23,58.4446,439.891,7.86,3.30109,2.034,-159.243,-186.126,-6916.99,1813.43,52.5632,786.169,-478
11,1,-10.5368,2.24152,-592.36,-214884,4264.66,5584.9,57.1994,441.373,7.86,6.65802,-1.01776,-156.191,-277.678,-1698.49,989.454,85.1256,786.778,-478
11,2,-8.70575,-0.199887,-592.971,-212961,4997.08,5035.58,58.4272,437.758,7.86,3.30109,-1.62811,-159.853,88.5327,-2797.12,1676.1,78.5019,784.446,-478
11,3,-9.3161,-1.42059,-590.529,-215158,4905.53,5035.58,58.307,442.963,7.86,2.08039,-3.76434,-161.074,-369.231,-2247.8,1126.78,82.0449,787.292,-478
11,4,-10.2316,-0.810238,-592.36,-214609,4997.08,5447.57,58.4359,440.91,7.86,3.30109,-1.62811,-167.177,-186.126,-4994.38,1950.76,66.1252,786.113,-478
11,5,-8.40057,1.02082,-592.36,-219278,4722.43,5722.23,57.9722,448.792,7.86,3.60626,-0.712584,-160.463,-1284.76,-2522.46,-1070.48,80.2801,793.007,-478
11,6,-10.2316,0.410465,-589.919,-214609,4905.53,3936.95,58.3156,442.409,7.86,3.30109,-0.407408,-157.411,-186.126,-2247.8,1813.43,81.7202,786.182,-478
11,7,-10.5368,0.105289,-593.581,-213510,4722.43,5722.23,57.9558,438.314,7.86,3.91144,6.30646,-158.632,-552.336,-1423.83,1813.43,87.0244,788.482,-478
11,8,-10.842,1.02082,-592.36,-215158,4630.87,5722.23,57.8177,441.837,7.86,3.60626,-0.102233,-155.58,-643.889,-2522.46,1676.1,79.7868,789.139,-478
11,9,-10.2316,-1.11541,-594.802,-214609,4813.98,5172.91,58.0934,439.423,7.86,2.99591,1.42365,-159.243,-1284.76,-50.536,1676.1,95.6826,793.068,-478
